Reference_Species	Species	Genus	Subfamily	Family	Order	Class	Phylum	Kingdom	Realm	
Reference_KF669654	Kuttervirus maynard	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT074478	Kuttervirus moki	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG428992	Kuttervirus mutine	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT074479	Kuttervirus pertopsoe	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JN673056	Kuttervirus PhaxI	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KX438380	Kuttervirus PM10	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT074469	Kuttervirus rabagast	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH370371	Kuttervirus S118	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK972690	Kuttervirus SE14	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN871491	Kuttervirus SeB	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN871495	Kuttervirus SeG	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN871498	Kuttervirus SeJ	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH709121	Kuttervirus SenALZ1	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH709120	Kuttervirus SenASZ3	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH791405	Kuttervirus SeSz1	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_HQ259103	Kuttervirus SFP10	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JN126049	Kuttervirus SH19	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KJ174317	Kuttervirus SJ2	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KJ174318	Kuttervirus SJ3	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF001362	Kuttervirus SP1	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK972699	Kuttervirus SS9	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JX181828	Kuttervirus STML131	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KX765865	Kuttervirus STW77	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_FQ312032	Kuttervirus ViI	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH375644	Campanilevirus YC	Campanilevirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN718199	Kujavirus kuja	Kujavirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH929319	Miltonvirus 3M	Miltonvirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JX878496	Miltonvirus MAM1	Miltonvirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG973030	Nezavisimistyvirus bue1	Nezavisimistyvirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KP037007	Nezavisimistyvirus Ea2809	Nezavisimistyvirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AB797215	Taipeivirus 0507KN21	Taipeivirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KX147096	Taipeivirus IME250	Taipeivirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG770379	Taipeivirus KpS110	Taipeivirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK373783	Taipeivirus KWBSE436	Taipeivirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN045230	Taipeivirus magnus	Taipeivirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG428991	Taipeivirus may	Taipeivirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG428990	Taipeivirus menlow	Taipeivirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN478483	Taipeivirus UPM2146	Taipeivirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY914485	Tedavirus A829	Tedavirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK795384	Vapseptimavirus VAP7	Vapseptimavirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT732457	Harrekavirus harreka	Harrekavirus	NA	Aggregaviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_HG424323	Brussowvirus 20617	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_FJ226752	Brussowvirus ALQ132	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_EF529515	Brussowvirus bv858	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AY699705	Brussowvirus bv2972	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_U88974	Brussowvirus bvO1205	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937460	Brussowvirus CHPC640	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937464	Brussowvirus CHPC869	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937475	Brussowvirus CHPC931	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937478	Brussowvirus CHPC951	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937479	Brussowvirus CHPC952	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937494	Brussowvirus CHPC1042	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937505	Brussowvirus CHPC1109	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937507	Brussowvirus CHPC1152	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937509	Brussowvirus CHPC1230	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937510	Brussowvirus CHPC1246	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937511	Brussowvirus CHPC1247	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937457	Brussowvirus CHPC1248	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705258	Brussowvirus P4761	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705268	Brussowvirus P7571	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705277	Brussowvirus P7951	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705278	Brussowvirus P7952	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705279	Brussowvirus P7953	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705280	Brussowvirus P7954	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705281	Brussowvirus P7955	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705286	Brussowvirus P9853	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AF158600	Brussowvirus Sfi11	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH892362	Brussowvirus SW13	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH892363	Brussowvirus SW14	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH892364	Brussowvirus SW15	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH892366	Brussowvirus SW18	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH892376	Brussowvirus SW1151	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_HG380752	Brussowvirus TP778L	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_HE861935	Brussowvirus TPJ34	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_CP029253	Brussowvirus VS2018a	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_FJ236310	Moineauvirus Abc2	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF580766	Moineauvirus B0	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937458	Moineauvirus CHPC572	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937459	Moineauvirus CHPC595	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937461	Moineauvirus CHPC642	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937462	Moineauvirus CHPC663	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937465	Moineauvirus CHPC873	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937466	Moineauvirus CHPC875	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937467	Moineauvirus CHPC877	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937468	Moineauvirus CHPC879	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937469	Moineauvirus CHPC919	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937470	Moineauvirus CHPC925	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937471	Moineauvirus CHPC927	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937472	Moineauvirus CHPC928	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937474	Moineauvirus CHPC930	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937477	Moineauvirus CHPC950	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937481	Moineauvirus CHPC979	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937483	Moineauvirus CHPC1005	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937486	Moineauvirus CHPC1027	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937487	Moineauvirus CHPC1029	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937488	Moineauvirus CHPC1033	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937490	Moineauvirus CHPC1036	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937493	Moineauvirus CHPC1041	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937495	Moineauvirus CHPC1045	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937496	Moineauvirus CHPC1046	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937499	Moineauvirus CHPC1062	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937500	Moineauvirus CHPC1067	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937504	Moineauvirus CHPC1091	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937506	Moineauvirus CHPC1148	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH937508	Moineauvirus CHPC1156	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH000603	Moineauvirus D1024	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH000604	Moineauvirus D1811	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF161328	Moineauvirus D4276	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AF085222	Moineauvirus DT1	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF580769	Moineauvirus L5A1	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF580770	Moineauvirus M19	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF580771	Moineauvirus MM25	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KT717084	Moineauvirus mv53	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KT717083	Moineauvirus mv73	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KT717085	Moineauvirus mv128	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AF145054	Moineauvirus mv7201	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF580759	Moineauvirus mv7A5	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705251	Moineauvirus P0091	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705256	Moineauvirus P3681	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705257	Moineauvirus P3684	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705259	Moineauvirus P5641	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705260	Moineauvirus P5651	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705262	Moineauvirus P7132	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705263	Moineauvirus P7133	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705264	Moineauvirus P7134	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705265	Moineauvirus P7151	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705266	Moineauvirus P7152	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705267	Moineauvirus P7154	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705270	Moineauvirus P7573	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705271	Moineauvirus P7574	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705272	Moineauvirus P7601	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705273	Moineauvirus P7602	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705274	Moineauvirus P7631	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705275	Moineauvirus P7632	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705276	Moineauvirus P7633	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705284	Moineauvirus P9851	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705287	Moineauvirus P9854	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705288	Moineauvirus P9901	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705289	Moineauvirus P9902	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705290	Moineauvirus P9903	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AF115102	Moineauvirus Sfi19	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AF115103	Moineauvirus Sfi21	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF580773	Moineauvirus STP1	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH892352	Moineauvirus SW1	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH892353	Moineauvirus SW2	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH892354	Moineauvirus SW3	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH973661	Moineauvirus SW5	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH892351	Moineauvirus SW6	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH973662	Moineauvirus SW7	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH892357	Moineauvirus SW8	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH892360	Moineauvirus SW11	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH892361	Moineauvirus SW12	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH892379	Moineauvirus SWK3	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH892382	Moineauvirus SWK6	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG708274	Moineauvirus VA214	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG708275	Moineauvirus VA460	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_FJ965538	Vansinderenvirus 5093	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK202159	Vansinderenvirus CHPC1198	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KX879643	Vansinderenvirus CHPC1232	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK202161	Vansinderenvirus CHPC1282	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705252	Vansinderenvirus P0092	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705253	Vansinderenvirus P0093	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY705255	Vansinderenvirus P0095	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH892355	Vansinderenvirus SW4	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
