Species	Species	Genus	Subfamily	Family	Order	Class	Phylum	Kingdom	Realm	
BK013886	Cunarovirus pedovicinum	Cunarovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013938	Cunarovirus pedovivens	Cunarovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013763	Cunarovirus pelovicinum	Cunarovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013853	Cunavirus pedohabitans	Cunarovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013642	Dohnjavirus caenadaptatum	Dohnjavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013979	Endehruvirus chthonenecus	Endehruvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013412	Endehruvirus chthonocola	Endehruvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013789	Eregrovirus chthonohabitans	Eregrovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013571	Erimutivirus chthonovicinum	Erimutivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014213	Fagihovirus caenihabitans	Fagihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013873	Fagihovirus chthonovivens	Fagihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013756	Fejonovirus limenecus	Fejonovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013944	Ferahgovirus geoadaptatum	Ferahgovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014091	Fluruvirus limivicinum	Fluruvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014168	Frobavirus limivivens	Frobavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014135	Fudhoevirus lutadaptatum	Fudhoevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014071	Fudhoevirus lutenecus	Fudhoevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013704	Gahmegovirus lutivicinum	Gahmegovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014084	Garnievirus lutivivens	Garnievirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013399	Gehrmavirus geocola	Gehrmavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013600	Gehrmavirus pelocola	Gehrmavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013826	Gernuduvirus geoenecus	Gernuduvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013998	Gihfavirus geohabitans	Gihfavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013632	Gihfavirus pelohabitans	Gihfavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014010	Gredihovirus agradaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013843	Gredihovirus agrenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013804	Gredihovirus agricola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013463	Gredihovirus agrihabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013816	Gredihovirus agrivicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013903	Gredihovirus agrivivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014012	Gredihovirus arvadaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013565	Gredihovirus arvenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013535	Gredihovirus arvicola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014045	Gredihovirus arvihabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013435	Gredihovirus arvivicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013924	Gredihovirus arvivivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013705	Gredihovirus asienecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013493	Gredihovirus choradaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013495	Gredihovirus chorenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013960	Gredihovirus chorocola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013409	Gredihovirus chorohabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013417	Gredihovirus chorovicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013832	Gredihovirus chorovivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013494	Gredihovirus chthonadaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014033	Gredihovirus chthonenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014015	Gredihovirus chthonocola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014022	Gredihovirus chthonohabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013845	Gredihovirus chthonovicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013895	Gredihovirus chthonovivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013386	Gredihovirus edaphadaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013808	Gredihovirus edaphenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013973	Gredihovirus edaphocola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013411	Gredihovirus edaphohabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013866	Gredihovirus edaphovicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013839	Gredihovirus edaphovivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013397	Gredihovirus geoadaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013928	Gredihovirus geocola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013461	Gredihovirus geoenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013482	Gredihovirus geohabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013982	Gredihovirus geovicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013803	Gredihovirus geovivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013896	Gredihovirus humadaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014042	Gredihovirus humenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014029	Gredihovirus humicola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013458	Gredihovirus humihabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013909	Gredihovirus humivicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013976	Gredihovirus humivivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013956	Gredihovirus neoagrenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013449	Gredihovirus neoagricola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013558	Gredihovirus neoagrihabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013779	Gredihovirus neoagrivicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013468	Gredihovirus neoagrivivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013408	Gredihovirus neochoradaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013965	Gredihovirus neochorenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013962	Gredihovirus neochorocola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013940	Gredihovirus neochorohabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013991	Gredihovirus neochorovicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013432	Gredihovirus neochorovivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013796	Gredihovirus neohumadaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013930	Gredihovirus neohumenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013813	Gredihovirus neohumicola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013884	Gredihovirus neohumihabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013450	Gredihovirus neohumivicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013775	Gredihovirus neohumivivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013560	Gredihovirus neotellurenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013383	Gredihovirus neotelluricola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013388	Gredihovirus neotellurihabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013391	Gredihovirus neotellurivicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013817	Gredihovirus neotellurivivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014004	Gredihovirus neoterradaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013814	Gredihovirus neoterrenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013974	Gredihovirus neoterricola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013794	Gredihovirus neoterrihabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013828	Gredihovirus neoterrivicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013501	Gredihovirus neoterrivivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013381	Gredihovirus paludicola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013404	Gredihovirus pedadaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013867	Gredihovirus pedenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014005	Gredihovirus pedocola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013479	Gredihovirus pedohabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013400	Gredihovirus pedovicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013879	Gredihovirus pedovivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013566	Gredihovirus soladaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013506	Gredihovirus solenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013410	Gredihovirus solicola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013829	Gredihovirus solihabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013507	Gredihovirus solivicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013430	Gredihovirus solivivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013550	Gredihovirus telluradaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013457	Gredihovirus tellurenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013999	Gredihovirus telluricola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013559	Gredihovirus tellurihabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013881	Gredihovirus tellurivicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013459	Gredihovirus tellurivivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013568	Gredihovirus terradaptatum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013402	Gredihovirus terrenecus	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013939	Gredihovirus terricola	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013541	Gredihovirus terrihabitans	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013394	Gredihovirus terrivicinum	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013837	Gredihovirus terrivivens	Gredihovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013500	Gulmivirus arvadaptatum	Gulmivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013470	Gulmivirus arvenecus	Gulmivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013942	Gulmivirus arvicola	Gulmivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013393	Gulmivirus arvihabitans	Gulmivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013997	Gulmivirus arvivicinum	Gulmivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013578	Gulmivirus asiohabitans	Gulmivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014048	Gulmivirus asiovicinum	Gulmivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014179	Gulmivirus asiovivens	Gulmivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013588	Hahkesevirus borborocola	Hahkesevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014178	Henifovirus borborovivens	Henifovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014184	Henifovirus caenadaptatum	Henifovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013894	Hohltdevirus edaphenecus	Hohltdevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013801	Hohltdevirus edaphocola	Hohltdevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014138	Hohrdovirus caenivivens	Hohrdovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013451	Hohrdovirus edaphohabitans	Hohrdovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013964	Hohrdovirus edaphovicinum	Hohrdovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013985	Hohrdovirus edaphovivens	Hohrdovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014148	Hohrdovirus limadaptatum	Hohrdovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013955	Hohrdovirus pedadaptatum	Hohrdovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014026	Hohrdovirus pedenecus	Hohrdovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013527	Hohrdovirus pedocola	Hohrdovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013385	Hohrdovirus pedohabitans	Hohrdovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013552	Hohrdovirus pedovicinum	Hohrdovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013510	Hohrdovirus pedovivens	Hohrdovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013441	Hohrdovirus soladaptatum	Hohrdovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013836	Hohrdovirus solenecus	Hohrdovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013556	Hohrdovirus solicola	Hohrdovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013467	Hohrdovirus solihabitans	Hohrdovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013488	Huhbevirus chthonadaptatum	Huhbevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013504	Huhbevirus chthonenecus	Huhbevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013557	Huhbevirus chthonocola	Huhbevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013769	Huhbevirus chthonohabitans	Huhbevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013871	Huhbevirus chthonovicinum	Huhbevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013424	Huhbevirus chthonovivens	Huhbevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013953	Huhbevirus geoadaptatum	Huhbevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013950	Huhbevirus solivicinum	Huhbevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013426	Huhbevirus solivivens	Huhbevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013963	Huohcivirus geoenecus	Huohcivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013659	Huylevirus limihabitans	Huylevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013897	Hyjrovirus geohabitans	Hyjrovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013798	Hylipavirus geovicinum	Hylipavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013601	Iwahcevirus pelovicinum	Iwahcevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013658	Jiforsuvirus asiadaptatum	Jiforsuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014199	Kecijavirus borborocola	Kecijavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014161	Kecuhnavirus borborohabitans	Kecuhnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014216	Kecuhnavirus borborovicinum	Kecuhnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013423	Kecuhnavirus terrivicinum	Kecuhnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013567	Kehruavirus agradaptatum	Kehruavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013937	Kehruavirus agricola	Kehruavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013481	Kehruavirus humadaptatum	Kehruavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013932	Kehruavirus humenecus	Kehruavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013830	Kehruavirus humicola	Kehruavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013476	Kehruavirus humihabitans	Kehruavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013887	Kehruavirus humivicinum	Kehruavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013834	Kehruavirus humivivens	Kehruavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013465	Kehruavirus terrivivens	Kehruavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014196	Kihsiravirus limivicinum	Kihsiravirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014080	Kinglevirus lutadaptatum	Kinglevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013734	Kyanivirus asiadaptatum	Kyanivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013596	Kyanivirus pelovivens	Kyanivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013671	Laimuvirus asiocola	Laimuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013914	Lazuovirus agrenecus	Lazuovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013993	Lehptavirus agrihabitans	Lehptavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
